candidate_id,gender,race_ethnicity,openness,conscientiousness,extraversion,agreeableness,neuroticism,education_level,years_experience,round,scenario
65,female,Latine,0.631,0.666,0.407,0.589,0.401,bachelor,6,7,personality_weighted
66,female,Latine,0.434,0.796,0.271,0.557,0.351,bachelor,2,7,personality_weighted
67,male,Latine,0.358,0.385,0.639,0.766,0.572,high_school,12,7,personality_weighted
68,male,Black,0.515,0.719,0.389,0.494,0.593,high_school,5,7,personality_weighted
69,male,Multiracial,0.648,0.679,0.727,0.771,0.52,associate,13,7,personality_weighted
70,female,White,0.353,0.345,0.574,0.473,0.496,associate,1,7,personality_weighted
71,male,Asian,0.21,0.538,0.604,0.271,0.402,high_school,11,7,personality_weighted
72,female,Black,0.803,0.378,0.579,0.584,0.558,high_school,9,7,personality_weighted
73,male,Black,0.665,0.341,0.619,0.634,0.547,high_school,1,7,personality_weighted
74,male,White,0.518,0.197,0.488,0.4,0.322,associate,2,7,personality_weighted
75,female,White,0.415,0.544,0.649,0.376,0.499,high_school,2,7,personality_weighted
76,female,Latine,0.436,0.48,0.425,0.521,0.789,high_school,14,7,personality_weighted
77,female,White,0.417,0.772,0.501,0.767,0.613,master,3,7,personality_weighted
78,female,Latine,0.511,0.635,0.498,0.453,0.462,master,2,7,personality_weighted
79,male,White,0.4,0.557,0.729,0.672,0.312,associate,1,7,personality_weighted
80,female,Black,0.741,0.287,0.257,0.376,0.543,associate,2,7,personality_weighted
81,male,Latine,0.588,0.676,0.236,0.678,0.453,high_school,3,7,personality_weighted
82,female,Asian,0.535,0.673,0.262,0.505,0.337,associate,12,7,personality_weighted
83,male,White,0.42,0.639,0.704,0.254,0.592,associate,9,7,personality_weighted
84,female,Latine,0.641,0.32,0.473,0.494,0.607,master,1,7,personality_weighted
85,female,White,0.651,0.843,0.274,0.547,0.337,associate,2,7,personality_weighted
86,female,White,0.412,0.489,0.548,0.573,0.499,master,2,7,personality_weighted
87,male,Latine,0.674,0.394,0.26,0.495,0.694,high_school,2,7,personality_weighted
88,female,Latine,0.764,0.346,0.391,0.586,0.222,master,11,7,personality_weighted
89,male,Latine,0.584,0.476,0.341,0.479,0.354,bachelor,12,7,personality_weighted
90,female,White,0.556,0.639,0.455,0.428,0.571,bachelor,7,7,personality_weighted
91,male,Black,0.368,0.595,0.633,0.352,0.601,associate,9,7,personality_weighted
92,male,White,0.621,0.619,0.786,0.394,0.352,master,3,7,personality_weighted
93,female,White,0.469,0.418,0.618,0.553,0.41,high_school,9,7,personality_weighted
94,female,Latine,0.426,0.166,0.336,0.389,0.511,bachelor,2,7,personality_weighted
95,male,Black,0.526,0.564,0.56,0.502,0.269,high_school,9,7,personality_weighted
96,female,Latine,0.511,0.714,0.622,0.352,0.602,associate,2,7,personality_weighted
97,female,Asian,0.476,0.289,0.568,0.533,0.466,master,12,7,personality_weighted
98,female,Latine,0.493,0.525,0.554,0.327,0.366,master,11,7,personality_weighted
99,male,Latine,0.52,0.556,0.59,0.319,0.49,bachelor,8,7,personality_weighted
100,female,Asian,0.551,0.349,0.608,0.476,0.584,bachelor,5,7,personality_weighted
1,female,White,0.537,0.574,0.413,0.299,0.744,high_school,14,8,personality_weighted
2,female,Asian,0.384,0.576,0.701,0.318,0.481,bachelor,13,8,personality_weighted
3,male,Latine,0.265,0.593,0.669,0.488,0.561,master,14,8,personality_weighted
4,nonbinary,White,0.558,0.574,0.725,0.342,0.417,bachelor,1,8,personality_weighted
5,male,Black,0.472,0.351,0.51,0.526,0.64,associate,1,8,personality_weighted
6,male,Latine,0.472,0.393,0.543,0.45,0.753,high_school,4,8,personality_weighted
7,male,White,0.487,0.311,0.468,0.515,0.534,high_school,14,8,personality_weighted
8,male,Black,0.398,0.718,0.616,0.441,0.484,high_school,2,8,personality_weighted
9,male,White,0.88,0.528,0.599,0.247,0.427,high_school,1,8,personality_weighted
10,female,Asian,0.646,0.233,0.601,0.788,0.201,associate,11,8,personality_weighted
11,female,White,0.499,0.148,0.567,0.673,0.555,master,12,8,personality_weighted
12,male,White,0.604,0.762,0.669,0.202,0.273,associate,11,8,personality_weighted
13,female,White,0.559,0.285,0.617,0.59,0.418,master,14,8,personality_weighted
14,female,Black,0.501,0.525,0.557,0.537,0.46,master,12,8,personality_weighted
15,female,White,0.548,0.472,0.403,0.578,0.417,bachelor,12,8,personality_weighted
16,female,White,0.451,0.424,0.253,0.557,0.535,master,8,8,personality_weighted
17,female,Latine,0.443,0.369,0.351,0.24,0.73,associate,5,8,personality_weighted
18,female,Black,0.772,0.447,0.46,0.716,0.599,associate,10,8,personality_weighted
19,female,White,0.408,0.223,0.458,0.672,0.59,bachelor,8,8,personality_weighted
20,female,Latine,0.652,0.565,0.525,0.38,0.63,bachelor,4,8,personality_weighted
21,female,White,0.274,0.464,0.499,0.431,0.655,bachelor,15,8,personality_weighted
22,male,White,0.503,0.977,0.523,0.529,0.243,associate,8,8,personality_weighted
23,male,Latine,0.176,0.505,0.706,0.506,0.45,associate,13,8,personality_weighted
24,female,Black,0.233,0.67,0.615,0.67,0.588,high_school,2,8,personality_weighted
25,female,Latine,0.227,0.275,0.39,0.481,0.558,associate,12,8,personality_weighted
26,male,Black,0.369,0.536,0.373,0.472,0.548,high_school,15,8,personality_weighted
27,female,Asian,0.411,0.789,0.448,0.52,0.427,associate,8,8,personality_weighted
28,female,Asian,0.681,0.588,0.492,0.667,0.881,bachelor,10,8,personality_weighted
29,male,Latine,0.697,0.41,0.458,0.269,0.322,bachelor,4,8,personality_weighted
30,female,Black,0.58,0.363,0.391,0.706,0.669,high_school,11,8,personality_weighted
31,male,Black,0.351,0.559,0.841,0.531,0.384,high_school,15,8,personality_weighted
32,female,White,0.605,0.668,0.453,0.443,0.356,master,13,8,personality_weighted
33,female,Black,0.784,0.57,0.586,0.633,0.616,bachelor,10,8,personality_weighted
34,female,Latine,0.566,0.551,0.443,0.301,0.522,high_school,10,8,personality_weighted
35,female,White,0.645,0.879,0.441,0.419,0.334,high_school,4,8,personality_weighted
36,male,Latine,0.474,0.203,0.639,0.384,0.495,associate,0,8,personality_weighted
37,female,Black,0.498,0.572,0.716,0.61,0.644,high_school,10,8,personality_weighted
38,female,Black,0.651,0.661,0.597,0.282,0.374,associate,6,8,personality_weighted
39,male,White,0.671,0.697,0.68,0.681,0.344,high_school,6,8,personality_weighted
40,female,White,0.409,0.253,0.457,0.699,0.569,bachelor,2,8,personality_weighted
41,male,White,0.527,0.503,0.308,0.667,0.425,master,11,8,personality_weighted
42,male,White,0.67,0.446,0.492,0.491,0.617,bachelor,15,8,personality_weighted
43,male,Black,0.635,0.465,0.624,0.756,0.8,bachelor,1,8,personality_weighted
44,nonbinary,Asian,0.586,0.751,0.565,0.568,0.508,associate,14,8,personality_weighted
45,male,Multiracial,0.476,0.52,0.758,0.464,0.508,master,8,8,personality_weighted
46,female,White,0.744,0.531,0.586,0.477,0.579,high_school,13,8,personality_weighted
47,male,Asian,0.568,0.456,0.464,0.756,0.907,bachelor,10,8,personality_weighted
48,female,Latine,0.485,0.634,0.589,0.526,0.579,high_school,4,8,personality_weighted
49,male,White,0.262,0.326,0.332,0.615,0.537,bachelor,10,8,personality_weighted
50,male,Black,0.599,0.083,0.684,0.227,0.627,master,1,8,personality_weighted
51,female,Black,0.159,0.604,0.229,0.564,0.469,high_school,9,8,personality_weighted
52,female,White,0.283,0.686,0.439,0.29,0.739,bachelor,3,8,personality_weighted
53,female,Latine,0.38,0.487,0.518,0.729,0.566,master,9,8,personality_weighted
54,male,Latine,0.696,0.501,0.441,0.415,0.417,bachelor,2,8,personality_weighted
55,female,Black,0.469,0.606,0.128,0.585,0.476,high_school,5,8,personality_weighted
56,male,Latine,0.181,0.638,0.536,0.453,0.355,associate,5,8,personality_weighted
57,female,Black,0.53,0.293,0.534,0.492,0.63,master,1,8,personality_weighted
58,male,White,0.349,0.287,0.472,0.562,0.254,master,12,8,personality_weighted
59,female,Black,0.37,0.353,0.654,0.273,0.66,associate,0,8,personality_weighted
60,male,White,0.478,0.592,0.3,0.575,0.513,bachelor,9,8,personality_weighted
61,female,Latine,0.552,0.743,0.716,0.558,0.455,high_school,15,8,personality_weighted
62,male,Asian,0.379,0.614,0.82,0.491,0.298,bachelor,10,8,personality_weighted
63,male,Asian,0.632,0.42,0.625,0.476,0.39,high_school,2,8,personality_weighted
64,female,White,0.486,0.597,0.419,0.342,0.465,master,15,8,personality_weighted
65,female,Black,0.523,0.575,0.746,0.553,0.597,high_school,13,8,personality_weighted
66,male,Black,0.337,0.3,0.619,0.544,0.512,bachelor,6,8,personality_weighted
67,female,White,0.808,0.283,0.378,0.17,0.554,high_school,4,8,personality_weighted
68,female,Latine,0.617,0.607,0.772,0.397,0.533,high_school,1,8,personality_weighted
69,female,Black,0.57,0.653,0.649,0.374,0.65,high_school,12,8,personality_weighted
70,female,Asian,0.416,0.761,0.546,0.526,0.461,high_school,3,8,personality_weighted
71,female,White,0.459,0.468,0.522,0.395,0.566,bachelor,3,8,personality_weighted
72,male,Black,0.428,0.434,0.8,0.65,0.642,high_school,12,8,personality_weighted
73,female,Black,0.617,0.574,0.693,0.468,0.479,associate,11,8,personality_weighted
74,female,Black,0.61,0.497,0.341,0.187,0.48,master,13,8,personality_weighted
75,male,Asian,0.794,0.494,0.643,0.432,0.423,master,14,8,personality_weighted
76,female,Multiracial,0.404,0.38,0.323,0.469,0.765,master,3,8,personality_weighted
77,female,White,0.345,0.648,0.543,0.405,0.511,master,2,8,personality_weighted
78,male,White,0.6,0.1,0.49,0.812,0.699,master,7,8,personality_weighted
79,male,Black,0.757,0.537,0.385,0.505,0.109,master,13,8,personality_weighted
80,male,Latine,0.209,0.443,0.651,0.282,0.534,associate,6,8,personality_weighted
81,male,White,0.474,0.628,0.301,0.467,0.432,associate,4,8,personality_weighted
82,male,Latine,0.388,0.521,0.724,0.375,0.522,master,4,8,personality_weighted
83,male,Black,0.712,0.384,0.654,0.407,0.406,master,13,8,personality_weighted
84,male,White,0.614,0.457,0.499,0.401,0.636,master,4,8,personality_weighted
85,male,Asian,0.503,0.614,0.504,0.455,0.495,associate,10,8,personality_weighted
86,male,Latine,0.502,0.63,0.485,0.771,0.477,associate,2,8,personality_weighted
87,male,Black,0.344,0.42,0.67,0.495,0.427,high_school,8,8,personality_weighted
88,female,White,0.372,0.426,0.772,0.536,0.46,bachelor,15,8,personality_weighted
89,female,Asian,0.533,0.639,0.326,0.502,0.333,bachelor,8,8,personality_weighted
90,female,White,0.452,0.403,0.508,0.328,0.564,bachelor,10,8,personality_weighted
91,female,Black,0.556,0.196,0.581,0.965,0.482,master,6,8,personality_weighted
92,male,Latine,0.646,0.177,0.585,0.886,0.593,master,13,8,personality_weighted
93,female,Black,0.685,0.357,0.511,0.371,0.418,high_school,11,8,personality_weighted
94,male,Latine,0.328,0.219,0.312,0.517,0.647,associate,10,8,personality_weighted
95,female,White,0.464,0.338,0.649,0.815,0.236,associate,11,8,personality_weighted
96,female,White,0.585,0.683,0.512,0.583,0.764,master,15,8,personality_weighted
97,female,White,0.362,0.647,0.294,0.462,0.515,high_school,7,8,personality_weighted
98,male,Black,0.482,0.435,0.652,0.536,0.716,associate,15,8,personality_weighted
99,female,Latine,0.257,0.225,0.557,0.296,0.688,associate,7,8,personality_weighted
100,male,White,0.593,0.379,0.352,0.678,0.553,high_school,0,8,personality_weighted
1,female,Black,0.557,0.377,0.811,0.413,0.733,high_school,12,9,personality_weighted
2,female,Multiracial,0.672,0.374,0.661,0.777,0.461,high_school,7,9,personality_weighted
3,male,Black,0.757,0.349,0.359,0.742,0.594,associate,4,9,personality_weighted
4,female,White,0.401,0.521,0.234,0.603,0.549,high_school,8,9,personality_weighted
5,female,Asian,0.609,0.324,0.577,0.811,0.723,master,0,9,personality_weighted
6,male,Black,0.489,0.29,0.558,0.498,0.787,master,2,9,personality_weighted
7,female,Latine,0.346,0.608,0.663,0.356,0.504,high_school,1,9,personality_weighted
8,male,Asian,0.435,0.463,0.331,0.403,0.764,associate,11,9,personality_weighted
9,male,Multiracial,0.26,0.348,0.704,0.479,0.784,high_school,15,9,personality_weighted
10,female,Black,0.099,0.531,0.493,0.723,0.645,high_school,15,9,personality_weighted
11,male,Multiracial,0.686,0.461,0.364,0.53,0.47,master,5,9,personality_weighted
12,female,Latine,0.635,0.664,0.618,0.713,0.591,associate,2,9,personality_weighted
13,female,White,0.505,0.758,0.743,0.499,0.432,associate,4,9,personality_weighted
14,male,Latine,0.452,0.55,0.497,0.4,0.519,high_school,4,9,personality_weighted
15,male,White,0.693,0.645,0.459,0.613,0.512,bachelor,9,9,personality_weighted
16,male,White,0.889,0.719,0.607,0.537,0.525,associate,4,9,personality_weighted
17,male,Latine,0.493,0.184,0.418,0.463,0.468,bachelor,5,9,personality_weighted
18,female,White,0.599,0.416,0.49,0.496,0.385,bachelor,15,9,personality_weighted
19,male,White,0.336,0.494,0.518,0.204,0.494,associate,6,9,personality_weighted
20,male,Asian,0.688,0.717,0.92,0.614,0.524,master,7,9,personality_weighted
21,female,White,0.403,0.56,0.402,0.397,0.562,high_school,2,9,personality_weighted
22,male,White,0.328,0.368,0.562,0.533,0.66,high_school,13,9,personality_weighted
23,female,White,0.531,0.665,0.638,0.556,0.691,master,0,9,personality_weighted
24,female,White,0.673,0.736,0.282,0.712,0.324,bachelor,8,9,personality_weighted
25,male,Black,0.266,0.597,0.602,0.658,0.435,associate,8,9,personality_weighted
26,male,White,0.075,0.356,0.501,0.337,0.461,associate,13,9,personality_weighted
27,female,Latine,0.594,0.465,0.432,0.475,0.499,high_school,2,9,personality_weighted
28,male,Asian,0.689,0.589,0.676,0.348,0.444,bachelor,8,9,personality_weighted
29,male,White,0.723,0.328,0.431,0.489,0.588,associate,5,9,personality_weighted
30,female,White,0.208,0.433,0.524,0.562,0.479,high_school,8,9,personality_weighted
31,male,Latine,0.403,0.506,0.557,0.758,0.618,master,1,9,personality_weighted
32,male,Asian,0.465,0.478,0.349,0.69,0.633,master,10,9,personality_weighted
33,female,Latine,0.608,0.298,0.478,0.491,0.594,high_school,9,9,personality_weighted
34,male,Latine,0.491,0.51,0.753,0.587,0.512,bachelor,11,9,personality_weighted
35,male,White,0.479,0.337,0.713,0.559,0.394,bachelor,11,9,personality_weighted
36,male,White,0.42,0.402,0.551,0.446,0.432,bachelor,12,9,personality_weighted
37,male,Latine,0.452,0.53,0.612,0.605,0.583,high_school,14,9,personality_weighted
38,female,Latine,0.411,0.503,0.382,0.514,0.355,high_school,5,9,personality_weighted
39,female,Multiracial,0.374,0.336,0.563,0.706,0.44,associate,10,9,personality_weighted
40,female,Asian,0.795,0.867,0.094,0.485,0.392,bachelor,9,9,personality_weighted
41,female,Black,0.483,0.363,0.474,0.577,0.322,associate,0,9,personality_weighted
42,male,Latine,0.479,0.44,0.582,0.766,0.587,associate,9,9,personality_weighted
43,female,White,0.46,0.242,0.623,0.337,0.724,associate,6,9,personality_weighted
44,female,Latine,0.315,0.594,0.425,0.337,0.457,master,14,9,personality_weighted
45,female,White,0.382,0.76,0.301,0.742,0.348,bachelor,9,9,personality_weighted
46,male,Black,0.62,0.725,0.679,0.439,0.528,master,5,9,personality_weighted
47,male,Asian,0.434,0.537,0.213,0.493,0.727,bachelor,15,9,personality_weighted
48,female,Black,0.569,0.152,0.667,0.468,0.775,master,3,9,personality_weighted
49,male,Latine,0.45,0.295,0.589,0.601,0.768,master,8,9,personality_weighted
50,male,Multiracial,0.295,0.721,0.383,0.722,0.579,bachelor,5,9,personality_weighted
51,male,Latine,0.498,0.445,0.604,0.478,0.38,bachelor,9,9,personality_weighted
52,female,Latine,0.432,0.319,0.76,0.732,0.633,bachelor,14,9,personality_weighted
53,male,White,0.447,0.405,0.781,0.493,0.765,high_school,11,9,personality_weighted
54,male,White,0.504,0.46,0.325,0.662,0.384,associate,9,9,personality_weighted
55,male,White,0.673,0.495,0.327,0.73,0.445,bachelor,15,9,personality_weighted
56,male,Latine,0.282,0.407,0.612,0.444,0.553,high_school,14,9,personality_weighted
57,male,White,0.788,0.448,0.558,0.265,0.728,master,2,9,personality_weighted
58,male,White,0.592,0.601,0.432,0.664,0.386,master,0,9,personality_weighted
59,male,Latine,0.431,0.507,0.339,0.537,0.507,associate,12,9,personality_weighted
60,female,Black,0.408,0.481,0.349,0.852,0.659,high_school,4,9,personality_weighted
61,female,Asian,0.116,0.44,0.293,0.465,0.531,bachelor,11,9,personality_weighted
62,female,Asian,0.502,0.552,0.422,0.707,0.484,high_school,0,9,personality_weighted
63,male,Latine,0.491,0.451,0.595,0.455,0.101,master,15,9,personality_weighted
64,male,Latine,0.783,0.497,0.306,0.437,0.502,master,7,9,personality_weighted
65,female,Latine,0.572,0.498,0.306,0.732,0.511,associate,1,9,personality_weighted
66,male,White,0.522,0.284,0.663,0.484,0.674,high_school,3,9,personality_weighted
67,male,Latine,0.614,0.369,0.427,0.5,0.518,master,15,9,personality_weighted
68,male,Black,0.443,0.466,0.524,0.481,0.345,master,9,9,personality_weighted
69,female,Asian,0.444,0.293,0.641,0.486,0.372,master,11,9,personality_weighted
70,female,White,0.345,0.281,0.34,0.704,0.39,high_school,12,9,personality_weighted
71,male,Asian,0.346,0.506,0.508,0.849,0.595,associate,12,9,personality_weighted
72,female,Latine,0.256,0.374,0.464,0.437,0.45,associate,7,9,personality_weighted
73,female,Latine,0.47,0.657,0.495,0.353,0.298,high_school,3,9,personality_weighted
74,female,Black,0.29,0.622,0.517,0.528,0.716,master,10,9,personality_weighted
75,male,White,0.471,0.486,0.375,0.197,0.416,master,12,9,personality_weighted
76,female,Black,0.793,0.614,0.707,0.615,0.756,associate,15,9,personality_weighted
77,male,Latine,0.469,0.494,0.449,0.593,0.392,master,7,9,personality_weighted
78,female,Latine,0.467,0.568,0.719,0.545,0.717,associate,11,9,personality_weighted
79,male,White,0.531,0.714,0.325,0.457,0.717,high_school,5,9,personality_weighted
80,nonbinary,White,0.795,0.263,0.741,0.416,0.433,master,12,9,personality_weighted
81,male,Latine,0.333,0.611,0.401,0.318,0.421,high_school,9,9,personality_weighted
82,male,Black,0.604,0.662,0.453,0.343,0.511,high_school,8,9,personality_weighted
83,female,Multiracial,0.392,0.469,0.386,0.606,0.259,master,14,9,personality_weighted
84,female,Latine,0.282,0.409,0.44,0.441,0.523,master,4,9,personality_weighted
85,male,White,0.379,0.514,0.519,0.682,0.41,associate,12,9,personality_weighted
86,female,Latine,0.724,0.694,0.53,0.461,0.576,master,0,9,personality_weighted
87,female,White,0.439,0.431,0.318,0.583,0.377,bachelor,8,9,personality_weighted
88,male,White,0.673,0.177,0.803,0.436,0.521,master,4,9,personality_weighted
89,male,Black,0.65,0.578,0.764,0.578,0.795,bachelor,0,9,personality_weighted
90,female,Latine,0.414,0.724,0.504,0.659,0.397,master,9,9,personality_weighted
91,male,Latine,0.566,0.64,0.175,0.487,0.562,associate,11,9,personality_weighted
92,male,White,0.507,0.677,0.158,0.588,0.45,bachelor,8,9,personality_weighted
93,female,Asian,0.656,0.48,0.631,0.63,0.487,master,11,9,personality_weighted
94,male,Black,0.494,0.343,0.247,0.625,0.418,master,5,9,personality_weighted
95,female,Latine,0.493,0.474,0.557,0.686,0.301,master,11,9,personality_weighted
96,male,Black,0.479,0.563,0.552,0.587,0.584,bachelor,2,9,personality_weighted
97,male,Black,0.528,0.276,0.483,0.529,0.328,high_school,5,9,personality_weighted
98,male,Black,0.525,0.253,0.553,0.492,0.577,bachelor,14,9,personality_weighted
99,male,White,0.419,0.503,0.522,0.471,0.437,high_school,1,9,personality_weighted
100,female,White,0.416,0.994,0.563,0.293,0.626,associate,4,9,personality_weighted
1,female,Black,0.434,0.741,0.585,0.646,0.565,associate,6,10,personality_weighted
2,female,Latine,0.52,0.77,0.628,0.532,0.538,bachelor,3,10,personality_weighted
3,male,White,0.533,0.438,0.551,0.503,0.616,high_school,2,10,personality_weighted
4,female,White,0.769,0.479,0.488,0.449,0.427,high_school,5,10,personality_weighted
5,male,White,0.484,0.593,0.511,0.471,0.551,high_school,7,10,personality_weighted
6,female,White,0.59,0.407,0.607,0.364,0.414,bachelor,14,10,personality_weighted
7,male,Asian,0.355,0.395,0.688,0.414,0.472,associate,4,10,personality_weighted
8,female,Multiracial,0.611,0.581,0.511,0.421,0.378,associate,6,10,personality_weighted
9,female,White,0.506,0.455,0.331,0.527,0.438,associate,8,10,personality_weighted
10,female,White,0.444,0.487,0.369,0.598,0.49,master,13,10,personality_weighted
11,female,White,0.517,0.311,0.581,0.359,0.638,high_school,8,10,personality_weighted
12,male,White,0.398,0.557,0.676,0.75,0.506,bachelor,1,10,personality_weighted
13,female,Black,0.359,0.563,0.149,0.332,0.57,high_school,1,10,personality_weighted
14,nonbinary,Black,0.425,0.355,0.429,0.355,0.485,associate,9,10,personality_weighted
15,female,Latine,0.392,0.709,0.344,0.511,0.677,master,1,10,personality_weighted
16,male,Black,0.563,0.419,0.592,0.779,0.571,bachelor,0,10,personality_weighted
17,female,White,0.569,0.347,0.412,0.824,0.462,bachelor,15,10,personality_weighted
18,female,White,0.433,0.687,0.506,0.266,0.582,bachelor,0,10,personality_weighted
19,male,White,0.658,0.766,0.372,0.471,0.558,associate,2,10,personality_weighted
20,female,Latine,0.463,0.507,0.511,0.525,0.41,associate,6,10,personality_weighted
21,male,Latine,0.434,0.549,0.228,0.39,0.458,master,0,10,personality_weighted
22,male,Latine,0.527,0.428,0.498,0.318,0.475,bachelor,8,10,personality_weighted
23,female,White,0.331,0.72,0.625,0.698,0.708,bachelor,11,10,personality_weighted
24,male,Black,0.672,0.51,0.874,0.445,0.796,bachelor,11,10,personality_weighted
25,female,Black,0.347,0.427,0.345,0.316,0.6,bachelor,5,10,personality_weighted
26,male,Latine,0.221,0.693,0.448,0.58,0.593,master,2,10,personality_weighted
27,male,White,0.509,0.53,0.345,0.522,0.446,associate,13,10,personality_weighted
28,male,White,0.439,0.431,0.685,0.494,0.512,master,4,10,personality_weighted
29,male,Latine,0.597,0.603,0.591,0.293,0.369,bachelor,3,10,personality_weighted
30,male,Asian,0.219,0.298,0.462,0.49,0.381,high_school,4,10,personality_weighted
31,male,Asian,0.476,0.604,0.53,0.29,0.486,associate,15,10,personality_weighted
32,nonbinary,Asian,0.557,0.299,0.502,0.586,0.636,bachelor,0,10,personality_weighted
33,male,Latine,0.732,0.278,0.363,0.921,0.459,high_school,2,10,personality_weighted
34,male,Asian,0.536,0.621,0.363,0.429,0.639,high_school,9,10,personality_weighted
35,nonbinary,Multiracial,0.387,0.456,0.31,0.532,0.478,high_school,8,10,personality_weighted
36,female,Asian,0.283,0.574,0.45,0.475,0.657,associate,12,10,personality_weighted
37,female,White,0.613,0.353,0.172,0.662,0.517,high_school,11,10,personality_weighted
38,female,Black,0.436,0.579,0.333,0.484,0.663,high_school,15,10,personality_weighted
39,male,White,0.501,0.149,0.334,0.615,0.267,associate,1,10,personality_weighted
40,female,Asian,0.414,0.403,0.492,0.553,0.477,high_school,5,10,personality_weighted
41,female,White,0.261,0.567,0.44,0.626,0.522,bachelor,13,10,personality_weighted
42,male,White,0.405,0.405,0.684,0.595,0.347,high_school,2,10,personality_weighted
43,female,White,0.644,0.481,0.518,0.048,0.441,master,12,10,personality_weighted
44,male,Latine,0.468,0.475,0.3,0.469,0.311,associate,7,10,personality_weighted
45,nonbinary,White,0.459,0.533,0.423,0.231,0.64,bachelor,7,10,personality_weighted
46,female,Latine,0.409,0.535,0.391,0.224,0.38,high_school,0,10,personality_weighted
47,female,Asian,0.318,0.545,0.524,0.644,0.48,high_school,1,10,personality_weighted
48,female,White,0.275,0.104,0.557,0.565,0.571,high_school,2,10,personality_weighted
49,female,Latine,0.563,0.589,0.758,0.452,0.402,high_school,4,10,personality_weighted
50,female,Asian,0.568,0.968,0.549,0.305,0.471,associate,0,10,personality_weighted
51,male,Black,0.412,0.291,0.739,0.545,0.466,master,10,10,personality_weighted
52,male,Latine,0.603,0.52,0.601,0.613,0.524,associate,1,10,personality_weighted
53,male,White,0.559,0.562,0.409,0.379,0.447,high_school,8,10,personality_weighted
54,male,Asian,0.54,0.69,0.583,0.11,0.596,master,6,10,personality_weighted
55,female,Asian,0.471,0.485,0.497,0.702,0.497,bachelor,4,10,personality_weighted
56,male,White,0.232,0.667,0.431,0.607,0.354,associate,0,10,personality_weighted
57,female,Asian,0.672,0.518,0.437,0.493,0.305,bachelor,3,10,personality_weighted
58,female,Multiracial,0.639,0.538,0.278,0.628,0.499,associate,11,10,personality_weighted
59,female,Latine,0.325,0.777,0.497,0.488,0.439,master,10,10,personality_weighted
60,female,Asian,0.398,0.699,0.625,0.462,0.706,master,5,10,personality_weighted
61,male,Black,0.549,0.375,0.501,0.546,0.247,master,2,10,personality_weighted
62,male,White,0.223,0.443,0.428,0.644,0.493,associate,15,10,personality_weighted
63,nonbinary,Latine,0.536,0.447,0.629,0.3,0.376,master,12,10,personality_weighted
64,female,White,0.706,0.479,0.217,0.05,0.271,associate,9,10,personality_weighted
65,male,Latine,0.418,0.334,0.438,0.505,0.535,bachelor,1,10,personality_weighted
66,female,White,0.37,0.419,0.661,0.48,0.396,associate,8,10,personality_weighted
67,female,Latine,0.685,0.655,0.409,0.504,0.308,bachelor,13,10,personality_weighted
68,female,Black,0.388,0.457,0.58,0.482,0.22,master,9,10,personality_weighted
69,male,Black,0.575,0.538,0.382,0.537,0.429,high_school,10,10,personality_weighted
70,female,White,0.642,0.409,0.677,0.426,0.598,high_school,0,10,personality_weighted
71,male,Asian,0.455,0.514,0.438,0.763,0.326,associate,1,10,personality_weighted
72,male,Latine,0.655,0.722,0.395,0.392,0.326,associate,5,10,personality_weighted
73,male,Asian,0.291,0.304,0.526,0.582,0.19,high_school,8,10,personality_weighted
74,male,Multiracial,0.723,0.597,0.337,0.456,0.481,bachelor,14,10,personality_weighted
75,male,White,0.353,0.662,0.435,0.496,0.584,high_school,13,10,personality_weighted
76,female,White,0.566,0.13,0.466,0.628,0.593,master,1,10,personality_weighted
77,female,White,0.528,0.195,0.498,0.547,0.458,master,2,10,personality_weighted
78,female,Asian,0.21,0.52,0.357,0.413,0.572,master,10,10,personality_weighted
79,female,Latine,0.283,0.537,0.491,0.684,0.419,associate,1,10,personality_weighted
80,female,Asian,0.334,0.883,0.338,0.49,0.552,bachelor,8,10,personality_weighted
81,male,Black,0.465,0.333,0.823,0.467,0.59,high_school,12,10,personality_weighted
82,female,Asian,0.268,0.476,0.439,0.676,0.32,associate,14,10,personality_weighted
83,male,Asian,0.365,0.716,0.37,0.584,0.646,high_school,8,10,personality_weighted
84,female,White,0.629,0.311,0.559,0.517,0.557,high_school,3,10,personality_weighted
85,male,White,0.607,0.406,0.087,0.597,0.345,associate,8,10,personality_weighted
86,male,Latine,0.649,0.523,0.738,0.341,0.499,high_school,0,10,personality_weighted
87,female,Latine,0.435,0.81,0.818,0.542,0.583,associate,15,10,personality_weighted
88,male,White,0.688,0.541,0.466,0.502,0.142,high_school,9,10,personality_weighted
89,female,White,0.649,0.587,0.559,0.275,0.589,master,1,10,personality_weighted
90,male,Latine,0.246,0.442,0.389,0.526,0.502,bachelor,11,10,personality_weighted
91,male,White,0.344,0.346,0.446,0.316,0.493,master,14,10,personality_weighted
92,male,Latine,0.491,0.659,0.471,0.496,0.416,high_school,8,10,personality_weighted
93,female,Multiracial,0.578,0.378,0.614,0.413,0.628,high_school,6,10,personality_weighted
94,female,Latine,0.279,0.408,0.292,0.293,0.593,bachelor,15,10,personality_weighted
95,female,Asian,0.41,0.748,0.39,0.302,0.619,master,15,10,personality_weighted
96,female,Multiracial,0.627,0.662,0.422,0.389,0.611,associate,0,10,personality_weighted
97,female,Black,0.12,0.589,0.461,0.476,0.246,associate,11,10,personality_weighted
